440,frankfurter,other vegetables,milk,curd,frozen potato products,zwieback,specialty bar,dish cleaner,,,,,,,,,,,,,,,
441,sausage,citrus fruit,milk,canned beer,,,,,,,,,,,,,,,,,,,
442,frankfurter,rolls,,,,,,,,,,,,,,,,,,,,,
443,salt,salty snack,cookware,,,,,,,,,,,,,,,,,,,,
444,oil,,,,,,,,,,,,,,,,,,,,,,
445,curd,beverages,cream cheese ,rolls,pastry,soda,cake bar,chewing gum,,,,,,,,,,,,,,,
446,other vegetables,butter,specialty chocolate,,,,,,,,,,,,,,,,,,,,
447,citrus fruit,,,,,,,,,,,,,,,,,,,,,,
448,frankfurter,milk,butter milk,,,,,,,,,,,,,,,,,,,,
449,root vegetables,milk,butter,processed cheese,mayonnaise,salty snack,,,,,,,,,,,,,,,,,
450,tropical fruit,milk,frozen meals,bottled beer,,,,,,,,,,,,,,,,,,,
451,beef,hamburger meat,pip fruit,,,,,,,,,,,,,,,,,,,,
452,berries,whipped/sour cream,cereals,waffles,shopping bags,,,,,,,,,,,,,,,,,,
453,canned beer,,,,,,,,,,,,,,,,,,,,,,
454,whipped/sour cream,canned beer,red/blush wine,,,,,,,,,,,,,,,,,,,,
455,root vegetables,domestic eggs,margarine,chocolate marshmallow,candy,,,,,,,,,,,,,,,,,,
456,milk,soda,,,,,,,,,,,,,,,,,,,,,
457,beef,,,,,,,,,,,,,,,,,,,,,,
458,frozen vegetables,,,,,,,,,,,,,,,,,,,,,,
459,rolls,bottled beer,,,,,,,,,,,,,,,,,,,,,
460,milk,hygiene articles,,,,,,,,,,,,,,,,,,,,,
461,milk,,,,,,,,,,,,,,,,,,,,,,
462,citrus fruit,milk,curd,soft cheese,,,,,,,,,,,,,,,,,,,
463,pastry,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,
464,frankfurter,sausage,pork,pip fruit,butter,processed cheese,white bread,brown bread,,,,,,,,,,,,,,,
465,tropical fruit,root vegetables,milk,whipped/sour cream,domestic eggs,,,,,,,,,,,,,,,,,,
466,frankfurter,sausage,root vegetables,yogurt,whipped/sour cream,pastry,napkins,,,,,,,,,,,,,,,,
467,berries,root vegetables,other vegetables,packaged fruit/vegetables,milk,curd,curd cheese,cat food,specialty bar,detergent,,,,,,,,,,,,,
468,rolls,brown bread,pastry,coffee,bottled beer,,,,,,,,,,,,,,,,,,
469,root vegetables,packaged fruit/vegetables,curd,dessert,frozen vegetables,specialty fat,coffee,,,,,,,,,,,,,,,,
470,yogurt,,,,,,,,,,,,,,,,,,,,,,
471,other vegetables,bottled water,,,,,,,,,,,,,,,,,,,,,
472,berries,white bread,,,,,,,,,,,,,,,,,,,,,
473,berries,coffee,,,,,,,,,,,,,,,,,,,,,
474,other vegetables,butter milk,frozen meals,bottled water,,,,,,,,,,,,,,,,,,,
475,rolls,newspapers,,,,,,,,,,,,,,,,,,,,,
476,ham,citrus fruit,milk,whipped/sour cream,rolls,pastry,waffles,hygiene articles,,,,,,,,,,,,,,,
477,milk,frozen dessert,salty snack,napkins,,,,,,,,,,,,,,,,,,,
478,tropical fruit,butter milk,rolls,bottled water,,,,,,,,,,,,,,,,,,,
479,bottled water,,,,,,,,,,,,,,,,,,,,,,
480,butter milk,yogurt,,,,,,,,,,,,,,,,,,,,,
481,newspapers,,,,,,,,,,,,,,,,,,,,,,
482,coffee,,,,,,,,,,,,,,,,,,,,,,
483,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,
484,onions,butter,whipped/sour cream,hard cheese,frozen vegetables,pasta,specialty fat,syrup,candy,napkins,cling film/bags,,,,,,,,,,,,
485,hamburger meat,hard cheese,frozen meals,pasta,dog food,salty snack,shopping bags,,,,,,,,,,,,,,,,
486,sausage,liver loaf,other vegetables,cream cheese ,pastry,soap,shopping bags,,,,,,,,,,,,,,,,
487,hard cheese,pastry,napkins,,,,,,,,,,,,,,,,,,,,
488,sausage,tropical fruit,condensed milk,rolls,,,,,,,,,,,,,,,,,,,
489,hamburger meat,,,,,,,,,,,,,,,,,,,,,,
490,onions,milk,beverages,frozen dessert,,,,,,,,,,,,,,,,,,,
491,coffee,,,,,,,,,,,,,,,,,,,,,,
492,shopping bags,,,,,,,,,,,,,,,,,,,,,,
493,yogurt,rolls,pastry,bottled water,soda,shopping bags,,,,,,,,,,,,,,,,,
494,soda,,,,,,,,,,,,,,,,,,,,,,
495,sliced cheese,,,,,,,,,,,,,,,,,,,,,,
496,sausage,milk,coffee,,,,,,,,,,,,,,,,,,,,
497,yogurt,chocolate,,,,,,,,,,,,,,,,,,,,,
498,domestic eggs,rolls,dish cleaner,hygiene articles,,,,,,,,,,,,,,,,,,,
499,milk,,,,,,,,,,,,,,,,,,,,,,
500,meat,other vegetables,milk,whipped/sour cream,,,,,,,,,,,,,,,,,,,
501,dish cleaner,bathroom cleaner,hygiene articles,napkins,,,,,,,,,,,,,,,,,,,
502,other vegetables,red/blush wine,,,,,,,,,,,,,,,,,,,,,
503,milk,butter milk,yogurt,sliced cheese,rolls,sweet spreads,coffee,fruit/vegetable juice,long life bakery product,shopping bags,,,,,,,,,,,,,
504,other vegetables,milk,rolls,Instant food products,,,,,,,,,,,,,,,,,,,
505,tropical fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,
506,baking powder,bottled water,salty snack,chewing gum,,,,,,,,,,,,,,,,,,,
507,specialty bar,,,,,,,,,,,,,,,,,,,,,,
508,ice cream,,,,,,,,,,,,,,,,,,,,,,
509,frankfurter,yogurt,,,,,,,,,,,,,,,,,,,,,
510,canned beer,,,,,,,,,,,,,,,,,,,,,,
511,bottled water,,,,,,,,,,,,,,,,,,,,,,
512,other vegetables,milk,rolls,margarine,bottled water,bottled beer,,,,,,,,,,,,,,,,,
513,citrus fruit,tropical fruit,onions,other vegetables,shopping bags,,,,,,,,,,,,,,,,,,
514,sausage,ham,hamburger meat,milk,soda,softener,newspapers,,,,,,,,,,,,,,,,
515,domestic eggs,rolls,specialty bar,napkins,,,,,,,,,,,,,,,,,,,
516,pork,citrus fruit,tropical fruit,root vegetables,other vegetables,curd,hygiene articles,,,,,,,,,,,,,,,,
517,specialty cheese,frozen vegetables,coffee,soda,fruit/vegetable juice,salty snack,,,,,,,,,,,,,,,,,
518,pork,citrus fruit,pip fruit,yogurt,fruit/vegetable juice,sparkling wine,,,,,,,,,,,,,,,,,
519,beef,berries,whipped/sour cream,domestic eggs,rolls,,,,,,,,,,,,,,,,,,
520,other vegetables,pet care,,,,,,,,,,,,,,,,,,,,,
521,chicken,yogurt,sliced cheese,rolls,chewing gum,dishes,,,,,,,,,,,,,,,,,
522,soda,chewing gum,,,,,,,,,,,,,,,,,,,,,
523,milk,,,,,,,,,,,,,,,,,,,,,,
524,rolls,,,,,,,,,,,,,,,,,,,,,,
525,bottled beer,,,,,,,,,,,,,,,,,,,,,,
526,root vegetables,pastry,bottled water,male cosmetics,,,,,,,,,,,,,,,,,,,
527,pastry,,,,,,,,,,,,,,,,,,,,,,
528,berries,pet care,cake bar,shopping bags,,,,,,,,,,,,,,,,,,,
529,citrus fruit,tropical fruit,root vegetables,yogurt,canned vegetables,bottled water,soda,softener,,,,,,,,,,,,,,,
530,milk,oil,canned fruit,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,
531,soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,
532,bottled water,soda,,,,,,,,,,,,,,,,,,,,,
533,tropical fruit,other vegetables,rolls,,,,,,,,,,,,,,,,,,,,
534,salty snack,,,,,,,,,,,,,,,,,,,,,,
535,bottled water,canned beer,,,,,,,,,,,,,,,,,,,,,
536,chocolate,,,,,,,,,,,,,,,,,,,,,,
537,citrus fruit,cow milk,cream cheese ,frozen vegetables,,,,,,,,,,,,,,,,,,,
538,bottled water,canned beer,male cosmetics,,,,,,,,,,,,,,,,,,,,
539,onions,other vegetables,pastry,bottled water,soda,napkins,,,,,,,,,,,,,,,,,
540,dessert,oil,cat food,soda,,,,,,,,,,,,,,,,,,,
541,beef,other vegetables,milk,frozen potato products,rolls,oil,margarine,coffee,dental care,hygiene articles,newspapers,,,,,,,,,,,,
542,rolls,zwieback,bottled water,misc. beverages,bottled beer,canned beer,brandy,,,,,,,,,,,,,,,,
543,beef,tropical fruit,root vegetables,onions,other vegetables,instant coffee,soda,,,,,,,,,,,,,,,,
544,soda,,,,,,,,,,,,,,,,,,,,,,
545,coffee,hygiene articles,,,,,,,,,,,,,,,,,,,,,
546,rolls,brown bread,bottled water,,,,,,,,,,,,,,,,,,,,
547,pork,beef,hamburger meat,other vegetables,milk,frozen vegetables,rolls,margarine,shopping bags,,,,,,,,,,,,,,
548,soda,canned beer,liquor (appetizer),hygiene articles,napkins,newspapers,,,,,,,,,,,,,,,,,
549,sausage,ham,other vegetables,ice cream,white bread,,,,,,,,,,,,,,,,,,
550,beef,root vegetables,other vegetables,rolls,sugar,,,,,,,,,,,,,,,,,,
551,milk,butter,bottled water,bottled beer,,,,,,,,,,,,,,,,,,,
552,pork,ice cream,hygiene articles,house keeping products,,,,,,,,,,,,,,,,,,,
553,berries,packaged fruit/vegetables,milk,ice cream,fruit/vegetable juice,salty snack,specialty bar,,,,,,,,,,,,,,,,
554,sausage,other vegetables,curd,yogurt,whipped/sour cream,frozen vegetables,rolls,roll products ,,,,,,,,,,,,,,,
555,bottled water,misc. beverages,cling film/bags,,,,,,,,,,,,,,,,,,,,
556,tropical fruit,other vegetables,packaged fruit/vegetables,milk,hard cheese,frozen dessert,rice,bottled water,,,,,,,,,,,,,,,
557,herbs,bottled water,,,,,,,,,,,,,,,,,,,,,
558,yogurt,rolls,,,,,,,,,,,,,,,,,,,,,
559,Instant food products,,,,,,,,,,,,,,,,,,,,,,
560,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,
561,coffee,,,,,,,,,,,,,,,,,,,,,,
562,bottled beer,liquor,,,,,,,,,,,,,,,,,,,,,
563,beef,root vegetables,,,,,,,,,,,,,,,,,,,,,
564,milk,honey,waffles,,,,,,,,,,,,,,,,,,,,
565,frankfurter,rolls,pastry,snack products,specialty bar,,,,,,,,,,,,,,,,,,
566,frankfurter,sausage,liver loaf,root vegetables,curd,frozen vegetables,rolls,semi-finished bread,hygiene articles,photo/film,,,,,,,,,,,,,
567,other vegetables,milk,cream cheese ,,,,,,,,,,,,,,,,,,,,
568,frankfurter,root vegetables,pickled vegetables,soda,seasonal products,,,,,,,,,,,,,,,,,,
569,milk,rolls,newspapers,,,,,,,,,,,,,,,,,,,,
570,frankfurter,margarine,dental care,,,,,,,,,,,,,,,,,,,,
571,other vegetables,salty snack,,,,,,,,,,,,,,,,,,,,,
572,bottled water,shopping bags,,,,,,,,,,,,,,,,,,,,,
573,pork,onions,milk,butter,rolls,pastry,rum,hygiene articles,,,,,,,,,,,,,,,
574,bottled water,,,,,,,,,,,,,,,,,,,,,,
575,other vegetables,whipped/sour cream,specialty cheese,domestic eggs,,,,,,,,,,,,,,,,,,,
576,hamburger meat,milk,curd,pasta,canned beer,,,,,,,,,,,,,,,,,,
577,hamburger meat,citrus fruit,other vegetables,,,,,,,,,,,,,,,,,,,,
578,shopping bags,,,,,,,,,,,,,,,,,,,,,,
579,milk,cream cheese ,soda,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,
580,ice cream,,,,,,,,,,,,,,,,,,,,,,
581,pastry,bottled water,,,,,,,,,,,,,,,,,,,,,
582,ham,pip fruit,milk,curd,dessert,butter milk,whipped/sour cream,sliced cheese,cream cheese ,white bread,coffee,long life bakery product,chocolate,baby cosmetics,,,,,,,,,
583,frankfurter,soda,,,,,,,,,,,,,,,,,,,,,
584,sausage,turkey,beef,root vegetables,domestic eggs,rolls,flour,rice,organic products,misc. beverages,napkins,,,,,,,,,,,,
585,bottled beer,,,,,,,,,,,,,,,,,,,,,,
586,bottled water,bottled beer,napkins,,,,,,,,,,,,,,,,,,,,
587,meat,other vegetables,hard cheese,frozen meals,bottled water,soda,,,,,,,,,,,,,,,,,
588,dessert,candy,,,,,,,,,,,,,,,,,,,,,
589,other vegetables,packaged fruit/vegetables,cow milk,bottled water,,,,,,,,,,,,,,,,,,,
590,beverages,rolls,soda,,,,,,,,,,,,,,,,,,,,
591,ham,mustard,canned fish,,,,,,,,,,,,,,,,,,,,
592,specialty bar,,,,,,,,,,,,,,,,,,,,,,
593,brown bread,soda,salty snack,shopping bags,,,,,,,,,,,,,,,,,,,
594,milk,cream cheese ,coffee,,,,,,,,,,,,,,,,,,,,
595,rolls,pastry,red/blush wine,,,,,,,,,,,,,,,,,,,,
596,bottled beer,nut snack,,,,,,,,,,,,,,,,,,,,,
597,pet care,bottled beer,,,,,,,,,,,,,,,,,,,,,
598,citrus fruit,other vegetables,soda,,,,,,,,,,,,,,,,,,,,
599,pork,other vegetables,frozen vegetables,hygiene articles,,,,,,,,,,,,,,,,,,,
600,other vegetables,shopping bags,,,,,,,,,,,,,,,,,,,,,
601,white wine,detergent,,,,,,,,,,,,,,,,,,,,,
602,milk,dessert,bottled water,,,,,,,,,,,,,,,,,,,,
603,pip fruit,white wine,shopping bags,,,,,,,,,,,,,,,,,,,,
604,sugar,soda,bottled beer,,,,,,,,,,,,,,,,,,,,
605,tropical fruit,pip fruit,rolls,coffee,fruit/vegetable juice,candy,,,,,,,,,,,,,,,,,
606,root vegetables,cream cheese ,spread cheese,frozen dessert,white bread,bottled water,soda,misc. beverages,fruit/vegetable juice,bottled beer,,,,,,,,,,,,,
607,soda,misc. beverages,,,,,,,,,,,,,,,,,,,,,
608,milk,curd,,,,,,,,,,,,,,,,,,,,,
609,tropical fruit,other vegetables,yogurt,bottled water,male cosmetics,,,,,,,,,,,,,,,,,,
610,white bread,brown bread,,,,,,,,,,,,,,,,,,,,,
611,brown bread,sugar,hygiene articles,,,,,,,,,,,,,,,,,,,,
612,tropical fruit,root vegetables,coffee,bottled water,red/blush wine,candy,house keeping products,shopping bags,,,,,,,,,,,,,,,
613,domestic eggs,,,,,,,,,,,,,,,,,,,,,,
614,coffee,detergent,hygiene articles,photo/film,,,,,,,,,,,,,,,,,,,
615,soda,,,,,,,,,,,,,,,,,,,,,,
616,milk,,,,,,,,,,,,,,,,,,,,,,
617,bottled beer,,,,,,,,,,,,,,,,,,,,,,
618,pork,beef,berries,packaged fruit/vegetables,milk,mayonnaise,frozen fish,frozen potato products,oil,mustard,cat food,coffee,soda,chocolate,dish cleaner,napkins,newspapers,,,,,,
619,other vegetables,yogurt,,,,,,,,,,,,,,,,,,,,,
620,yogurt,bottled water,dishes,,,,,,,,,,,,,,,,,,,,
621,sparkling wine,,,,,,,,,,,,,,,,,,,,,,
622,bottled water,candy,,,,,,,,,,,,,,,,,,,,,
623,citrus fruit,berries,other vegetables,butter milk,sugar,fruit/vegetable juice,hygiene articles,,,,,,,,,,,,,,,,
624,hamburger meat,root vegetables,other vegetables,milk,rolls,,,,,,,,,,,,,,,,,,
625,packaged fruit/vegetables,seasonal products,,,,,,,,,,,,,,,,,,,,,
626,other vegetables,margarine,,,,,,,,,,,,,,,,,,,,,
627,soda,,,,,,,,,,,,,,,,,,,,,,
628,milk,yogurt,frozen potato products,margarine,bottled water,fruit/vegetable juice,salty snack,,,,,,,,,,,,,,,,
629,herbs,yogurt,,,,,,,,,,,,,,,,,,,,,
630,citrus fruit,spread cheese,rolls,soda,,,,,,,,,,,,,,,,,,,
631,misc. beverages,,,,,,,,,,,,,,,,,,,,,,
632,female sanitary products,,,,,,,,,,,,,,,,,,,,,,
633,soda,,,,,,,,,,,,,,,,,,,,,,
634,tropical fruit,milk,beverages,white bread,pasta,shopping bags,,,,,,,,,,,,,,,,,
635,soda,female sanitary products,,,,,,,,,,,,,,,,,,,,,
636,white bread,bottled water,soda,waffles,,,,,,,,,,,,,,,,,,,
637,coffee,chewing gum,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,
638,tropical fruit,root vegetables,milk,frozen vegetables,honey,baking powder,coffee,red/blush wine,chocolate marshmallow,,,,,,,,,,,,,,
639,pork,pip fruit,milk,butter milk,,,,,,,,,,,,,,,,,,,
640,citrus fruit,bottled water,,,,,,,,,,,,,,,,,,,,,
641,frankfurter,,,,,,,,,,,,,,,,,,,,,,
642,frankfurter,rolls,,,,,,,,,,,,,,,,,,,,,
643,frankfurter,tropical fruit,pip fruit,curd,cow milk,hard cheese,domestic eggs,rolls,hygiene articles,napkins,shopping bags,,,,,,,,,,,,
644,other vegetables,,,,,,,,,,,,,,,,,,,,,,
645,yogurt,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,
646,sausage,milk,yogurt,brown bread,cereals,bottled water,soda,,,,,,,,,,,,,,,,
647,milk,,,,,,,,,,,,,,,,,,,,,,
648,pip fruit,milk,curd,pastry,bottled water,,,,,,,,,,,,,,,,,,
649,milk,,,,,,,,,,,,,,,,,,,,,,
650,root vegetables,other vegetables,,,,,,,,,,,,,,,,,,,,,
651,onions,fruit/vegetable juice,,,,,,,,,,,,,,,,,,,,,
652,specialty chocolate,,,,,,,,,,,,,,,,,,,,,,
653,hamburger meat,domestic eggs,,,,,,,,,,,,,,,,,,,,,
654,photo/film,,,,,,,,,,,,,,,,,,,,,,
655,rolls,soda,snack products,newspapers,,,,,,,,,,,,,,,,,,,
656,canned beer,,,,,,,,,,,,,,,,,,,,,,
657,canned beer,,,,,,,,,,,,,,,,,,,,,,
658,other vegetables,curd,frozen meals,frozen potato products,soda,bottled beer,kitchen towels,candles,,,,,,,,,,,,,,,
659,canned beer,,,,,,,,,,,,,,,,,,,,,,
660,curd,whipped/sour cream,rolls,zwieback,spices,,,,,,,,,,,,,,,,,,
661,butter,fruit/vegetable juice,newspapers,,,,,,,,,,,,,,,,,,,,
662,other vegetables,milk,yogurt,domestic eggs,bottled water,soda,,,,,,,,,,,,,,,,,
663,milk,,,,,,,,,,,,,,,,,,,,,,
664,beef,tropical fruit,herbs,milk,curd,yogurt,whipped/sour cream,sliced cheese,,,,,,,,,,,,,,,
665,sausage,rolls,,,,,,,,,,,,,,,,,,,,,
666,soda,,,,,,,,,,,,,,,,,,,,,,
667,fruit/vegetable juice,long life bakery product,,,,,,,,,,,,,,,,,,,,,
668,rolls,coffee,long life bakery product,detergent,shopping bags,,,,,,,,,,,,,,,,,,
669,pip fruit,milk,bottled water,candy,,,,,,,,,,,,,,,,,,,
670,frozen vegetables,bottled beer,liquor (appetizer),chewing gum,napkins,newspapers,,,,,,,,,,,,,,,,,
671,beverages,,,,,,,,,,,,,,,,,,,,,,
672,hamburger meat,root vegetables,other vegetables,domestic eggs,roll products ,oil,margarine,hygiene articles,,,,,,,,,,,,,,,
673,root vegetables,other vegetables,milk,yogurt,fruit/vegetable juice,white wine,,,,,,,,,,,,,,,,,
674,canned beer,,,,,,,,,,,,,,,,,,,,,,
675,frozen vegetables,bottled beer,,,,,,,,,,,,,,,,,,,,,
676,canned beer,,,,,,,,,,,,,,,,,,,,,,
677,newspapers,,,,,,,,,,,,,,,,,,,,,,
678,rolls,,,,,,,,,,,,,,,,,,,,,,
679,hamburger meat,cow milk,salty snack,,,,,,,,,,,,,,,,,,,,
680,pip fruit,milk,curd,rum,,,,,,,,,,,,,,,,,,,
681,canned beer,,,,,,,,,,,,,,,,,,,,,,
682,grapes,root vegetables,frozen vegetables,domestic eggs,white wine,,,,,,,,,,,,,,,,,,
683,root vegetables,packaged fruit/vegetables,butter,whipped/sour cream,rolls,,,,,,,,,,,,,,,,,,
684,citrus fruit,frozen vegetables,rolls,canned beer,salty snack,,,,,,,,,,,,,,,,,,
685,cling film/bags,pot plants,,,,,,,,,,,,,,,,,,,,,
686,frankfurter,milk,rolls,margarine,baking powder,bottled beer,,,,,,,,,,,,,,,,,
687,milk,red/blush wine,,,,,,,,,,,,,,,,,,,,,
688,pork,tropical fruit,milk,curd,yogurt,hard cheese,frozen meals,frozen dessert,domestic eggs,cereals,baking powder,fruit/vegetable juice,soap,,,,,,,,,,
689,chicken,pastry,,,,,,,,,,,,,,,,,,,,,
690,sausage,dish cleaner,dishes,,,,,,,,,,,,,,,,,,,,
691,specialty bar,,,,,,,,,,,,,,,,,,,,,,
692,whipped/sour cream,pastry,specialty bar,,,,,,,,,,,,,,,,,,,,
693,root vegetables,brown bread,,,,,,,,,,,,,,,,,,,,,
694,rolls,soda,,,,,,,,,,,,,,,,,,,,,
695,other vegetables,bottled beer,red/blush wine,,,,,,,,,,,,,,,,,,,,
696,citrus fruit,tropical fruit,berries,root vegetables,other vegetables,milk,butter,bottled water,rubbing alcohol,hygiene articles,napkins,,,,,,,,,,,,
697,milk,processed cheese,brown bread,pastry,soda,,,,,,,,,,,,,,,,,,
698,frankfurter,sausage,tropical fruit,root vegetables,milk,yogurt,rolls,pastry,candy,,,,,,,,,,,,,,
699,coffee,long life bakery product,,,,,,,,,,,,,,,,,,,,,
700,ham,rolls,white wine,,,,,,,,,,,,,,,,,,,,
701,canned beer,,,,,,,,,,,,,,,,,,,,,,
702,canned beer,,,,,,,,,,,,,,,,,,,,,,
703,canned beer,,,,,,,,,,,,,,,,,,,,,,
704,pip fruit,milk,canned fish,,,,,,,,,,,,,,,,,,,,
705,pork,pip fruit,other vegetables,milk,curd,white bread,sugar,bottled water,soda,,,,,,,,,,,,,,
706,soap,,,,,,,,,,,,,,,,,,,,,,
707,pip fruit,butter,frozen meals,pasta,bottled water,,,,,,,,,,,,,,,,,,
708,beef,hamburger meat,citrus fruit,milk,mustard,soap,,,,,,,,,,,,,,,,,
709,sausage,meat,other vegetables,milk,yogurt,rolls,soda,bottled beer,chocolate,newspapers,,,,,,,,,,,,,
710,frozen chicken,,,,,,,,,,,,,,,,,,,,,,
711,soda,,,,,,,,,,,,,,,,,,,,,,
712,tropical fruit,curd,yogurt,rolls,brown bread,bottled water,bottled beer,seasonal products,,,,,,,,,,,,,,,
713,other vegetables,,,,,,,,,,,,,,,,,,,,,,
714,beef,citrus fruit,curd,rolls,oil,margarine,specialty bar,detergent,newspapers,,,,,,,,,,,,,,
715,meat,pork,beef,citrus fruit,root vegetables,other vegetables,milk,pickled vegetables,,,,,,,,,,,,,,,
716,meat,hamburger meat,root vegetables,packaged fruit/vegetables,milk,butter,newspapers,,,,,,,,,,,,,,,,
717,bottled water,soda,red/blush wine,long life bakery product,newspapers,,,,,,,,,,,,,,,,,,
718,rolls,,,,,,,,,,,,,,,,,,,,,,
719,pastry,canned beer,,,,,,,,,,,,,,,,,,,,,
720,pork,milk,pastry,sauces,,,,,,,,,,,,,,,,,,,
721,pip fruit,sliced cheese,pastry,white wine,light bulbs,newspapers,,,,,,,,,,,,,,,,,
722,beef,citrus fruit,tropical fruit,yogurt,cow milk,frozen vegetables,rolls,bottled water,skin care,,,,,,,,,,,,,,
723,beef,citrus fruit,berries,brown bread,sugar,coffee,kitchen towels,,,,,,,,,,,,,,,,
724,rolls,spices,,,,,,,,,,,,,,,,,,,,,
725,citrus fruit,tropical fruit,herbs,milk,butter,curd,whipped/sour cream,frozen vegetables,canned vegetables,misc. beverages,,,,,,,,,,,,,
726,meat,beef,herbs,milk,frozen dessert,rolls,semi-finished bread,flour,oil,coffee,pot plants,,,,,,,,,,,,
727,beverages,pastry,bottled water,,,,,,,,,,,,,,,,,,,,
728,beef,citrus fruit,other vegetables,rolls,,,,,,,,,,,,,,,,,,,
729,ham,milk,white bread,margarine,hair spray,,,,,,,,,,,,,,,,,,
730,hamburger meat,milk,oil,ketchup,soups,Instant food products,canned fish,coffee,bottled beer,hygiene articles,newspapers,,,,,,,,,,,,
731,beef,citrus fruit,other vegetables,butter milk,sliced cheese,processed cheese,rolls,margarine,bottled water,fruit/vegetable juice,,,,,,,,,,,,,
732,beef,citrus fruit,milk,domestic eggs,rolls,pastry,roll products ,tea,fruit/vegetable juice,,,,,,,,,,,,,,
733,root vegetables,milk,detergent,,,,,,,,,,,,,,,,,,,,
734,citrus fruit,tropical fruit,grapes,other vegetables,frozen vegetables,pickled vegetables,fruit/vegetable juice,liquor,rum,liquor (appetizer),candy,cling film/bags,,,,,,,,,,,
735,yogurt,bottled water,,,,,,,,,,,,,,,,,,,,,
736,tropical fruit,root vegetables,other vegetables,whipped/sour cream,brown bread,canned fish,long life bakery product,,,,,,,,,,,,,,,,
737,frankfurter,root vegetables,newspapers,,,,,,,,,,,,,,,,,,,,
738,beef,other vegetables,milk,brown bread,pastry,salty snack,abrasive cleaner,shopping bags,,,,,,,,,,,,,,,
739,shopping bags,,,,,,,,,,,,,,,,,,,,,,
740,canned beer,,,,,,,,,,,,,,,,,,,,,,
741,rolls,canned beer,,,,,,,,,,,,,,,,,,,,,
742,other vegetables,rolls,meat spreads,bottled water,soda,misc. beverages,waffles,chocolate,candy,,,,,,,,,,,,,,
743,hamburger meat,other vegetables,yogurt,rolls,bottled water,,,,,,,,,,,,,,,,,,
744,hamburger meat,citrus fruit,root vegetables,rolls,Instant food products,canned fish,bottled water,soda,fruit/vegetable juice,napkins,,,,,,,,,,,,,
745,frankfurter,sausage,domestic eggs,soda,chewing gum,shopping bags,,,,,,,,,,,,,,,,,
746,bottled beer,,,,,,,,,,,,,,,,,,,,,,
747,tropical fruit,domestic eggs,rolls,pastry,,,,,,,,,,,,,,,,,,,
748,soda,,,,,,,,,,,,,,,,,,,,,,
749,frankfurter,root vegetables,onions,other vegetables,white bread,canned beer,,,,,,,,,,,,,,,,,
750,chicken,hamburger meat,herbs,whipped/sour cream,soups,soda,canned beer,dish cleaner,napkins,cling film/bags,,,,,,,,,,,,,
751,coffee,soda,,,,,,,,,,,,,,,,,,,,,
752,milk,,,,,,,,,,,,,,,,,,,,,,
753,margarine,,,,,,,,,,,,,,,,,,,,,,
754,tropical fruit,other vegetables,,,,,,,,,,,,,,,,,,,,,
755,meat,other vegetables,,,,,,,,,,,,,,,,,,,,,
756,cream cheese ,bottled water,canned beer,,,,,,,,,,,,,,,,,,,,
757,newspapers,,,,,,,,,,,,,,,,,,,,,,
758,rolls,pastry,newspapers,,,,,,,,,,,,,,,,,,,,
759,citrus fruit,other vegetables,milk,curd,yogurt,potato products,fruit/vegetable juice,long life bakery product,,,,,,,,,,,,,,,
760,milk,rolls,detergent,,,,,,,,,,,,,,,,,,,,
761,frankfurter,citrus fruit,butter milk,cow milk,rolls,female sanitary products,shopping bags,,,,,,,,,,,,,,,,
762,ham,other vegetables,butter,whipped/sour cream,sugar,soda,,,,,,,,,,,,,,,,,
763,frankfurter,citrus fruit,bottled beer,salty snack,,,,,,,,,,,,,,,,,,,
764,sausage,onions,curd,yogurt,domestic eggs,coffee,,,,,,,,,,,,,,,,,
765,domestic eggs,,,,,,,,,,,,,,,,,,,,,,
766,milk,domestic eggs,rolls,soda,,,,,,,,,,,,,,,,,,,
767,rolls,bottled beer,newspapers,,,,,,,,,,,,,,,,,,,,
768,milk,hard cheese,chocolate marshmallow,,,,,,,,,,,,,,,,,,,,
769,sausage,root vegetables,other vegetables,rolls,soda,,,,,,,,,,,,,,,,,,
770,curd,butter milk,yogurt,beverages,,,,,,,,,,,,,,,,,,,
771,bottled water,,,,,,,,,,,,,,,,,,,,,,
772,beef,,,,,,,,,,,,,,,,,,,,,,
773,frankfurter,hamburger meat,milk,rolls,potato products,mustard,coffee,waffles,chocolate marshmallow,soap,newspapers,,,,,,,,,,,,
774,chicken,butter,newspapers,,,,,,,,,,,,,,,,,,,,
775,sausage,meat,tropical fruit,pip fruit,pastry,sugar,coffee,candles,pot plants,,,,,,,,,,,,,,
776,pork,milk,whipped/sour cream,beverages,,,,,,,,,,,,,,,,,,,
777,yogurt,pastry,coffee,,,,,,,,,,,,,,,,,,,,
778,milk,sliced cheese,margarine,cat food,detergent,dishes,shopping bags,,,,,,,,,,,,,,,,
779,frankfurter,ham,milk,yogurt,rolls,pastry,vinegar,sugar,soda,fruit/vegetable juice,napkins,,,,,,,,,,,,
